id,wac,awp,unit_price,price,website_url,ndc_formatted,item_number,display_item_number,description,product_size,manufacturer_name,brand,strength,is_available,short_dated,manufacturer_short_name,expiration_date,extension_date,quantity,eta,is_eta_delayed,active,is_short_dated,cloudflare_image_url,branding_type,generic_name,can_add_to_cart,create_date,display_name,lot_number,dosage_form,item_group_filter,availability_status,show_short_dated_label,display_dea_class,hide_dea_icon,restricted_by_dea,last_ordered_date,is_wishlisted
20221,80.0,425.35,0.45,22.45,/shop/clindamycin-phosphate-benzoyl-peroxide-gel-1-5-20221,68462-0486-27,508498,508498,Clindamycin Phosphate-Benzoyl Peroxide Gel 1-5%,50 GM,GLENMARK PHARMACEUTICALS,Benzaclin,1-5%,True,Short dated,GLENMARK,08/31/25,,28,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://medispan.tshinc.com/medispan/G0486270.jpg,Generic,Clindamycin Phosphate-Benzoyl Peroxide Gel 1-5%,True,03/29/22,Clindamycin Phosphate-Benzoyl Peroxide Gel 1-5%,19242072,GEL,Rx,available,True,,True,False,False,False
45693,90.0,388.17,0.65,22.63,/shop/clindamycin-phosphate-benzoyl-peroxide-gel-1-5-45693,68462-0859-24,117590,117590,Clindamycin Phosphate-Benzoyl Peroxide Gel 1-5%,35 GM,GLENMARK PHARMACEUTICALS,Benzaclin,1-5%,True,Short dated,GLENMARK,01/31/26,,17,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Clindamycin Phosphate-Benzoyl Peroxide Gel 1-5%,True,07/18/24,Clindamycin Phosphate-Benzoyl Peroxide Gel 1-5%,19243165,GEL,Rx,available,True,,True,False,False,False
43328,85.5,0.0,0.45,15.85,/shop/clindamycin-phosphate-benzoyl-peroxide-gel-1-5-43328,51672-1381-05,115873,115873,Clindamycin Phosphate-Benzoyl Peroxide Gel 1-5%,35 GM,SUN PHARMACEUTICALS,Benzaclin,1-5%,True,Short dated,SUN PHARMA,09/30/25,,39,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Clindamycin Phosphate-Benzoyl Peroxide Gel 1-5%,True,10/30/23,Clindamycin Phosphate-Benzoyl Peroxide Gel 1-5%,AD52274,GEL,Rx,available,True,,True,False,False,False
20600,40.0,48.0,0.3,7.45,/shop/clindamycin-phosphate-benzoyl-peroxide-gel-1-5-20600,45802-0509-01,509702,509702,Clindamycin Phosphate-Benzoyl Peroxide Gel 1-5%,25 GM,PADAGIS,Benzaclin,1-5%,True,Short dated,PADAGIS,06/30/25,,226,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Clindamycin Phosphate-Benzoyl Peroxide Gel 1-5%,True,03/29/22,Clindamycin Phosphate-Benzoyl Peroxide Gel 1-5%,185525,GEL,Rx,available,True,,True,False,False,False
45646,277.39,346.74,1.77,88.31,/shop/clindamycin-phosphate-foam-1-45646,45802-0660-32,117544,117544,Clindamycin Phosphate Foam 1%,50 GM,PADAGIS,Cleocin T,1%,True,Short dated,PADAGIS,11/30/25,,7,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Clindamycin Phosphate Foam 1%,True,07/15/24,Clindamycin Phosphate Foam 1%,190726,FOAM,Rx,available,True,,True,False,False,False
20409,115.38,144.23,0.25,14.950000000000001,/shop/clindamycin-phosphate-lotion-1-20409,00168-0203-60,503917,503917,Clindamycin Phosphate Lotion 1%,60 ML,FOUGERA,Cleocin T,1%,True,Short dated,FOUGERA,09/30/25,,20,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://s3.amazonaws.com/bpp-photos/00168-0203-60_clindamycinphos1lotion.jpg,Generic,Clindamycin Phosphate Lotion 1%,True,03/29/22,Clindamycin Phosphate Lotion 1%,NF6829,LOTN,Rx,available,True,,True,False,False,False
44575,470.81,995.7,3.52,210.99,/shop/clindamycin-phosphate-tretinoin-gel-1-2-0-025-44575,21922-0050-07,116764,116764,Clindamycin Phosphate-Tretinoin Gel 1.2-0.025%,60 GM,ENCUBE ETHICALS,Veltin,1.2-0.025%,True,Short dated,ENCUBE ETH,10/31/25,,3,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Clindamycin Phosphate-Tretinoin Gel 1.2-0.025%,True,03/14/24,Clindamycin Phosphate-Tretinoin Gel 1.2-0.025%,3LR02A,GEL,Rx,available,True,,True,False,False,False
17743,75.0,407.78,0.21,24.35,/shop/clobetasol-propionate-shampoo-0-05-17743,69238-1732-08,909724,909724,Clobetasol Propionate Shampoo 0.05%,118 ML,AMNEAL PHARMACEUTICALS,Clobex,0.05%,True,Short dated,AMNEAL,11/30/25,,315,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Clobetasol Propionate Shampoo 0.05%,True,03/29/22,Clobetasol Propionate Shampoo 0.05%,17323026A,SHAM,Rx,available,True,,True,False,05/08/25,False
21315,75.0,0.0,0.06,7.25,/shop/clobetasol-propionate-shampoo-0-05-21315,45802-0961-26,905136,905136,Clobetasol Propionate Shampoo 0.05%,118 ML,PADAGIS,Clobex,0.05%,True,Short dated,PADAGIS,01/31/26,,340,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://medispan.tshinc.com/medispan/P0961260.jpg,Generic,Clobetasol Propionate Shampoo 0.05%,True,03/29/22,Clobetasol Propionate Shampoo 0.05%,187646,SHAM,Rx,available,True,,True,False,05/24/23,False
21318,100.0,0.0,0.26,26.25,/shop/clobetasol-propionate-foam-0-05-21318,45802-0437-33,906108,906108,Clobetasol Propionate Foam 0.05%,100 GM,PADAGIS,Olux,0.05%,True,Short dated,PADAGIS,07/31/25,,6,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://medispan.tshinc.com/medispan/P0437330.jpg,Generic,Clobetasol Propionate Foam 0.05%,True,03/29/22,Clobetasol Propionate Foam 0.05%,180441,FOAM,Rx,available,True,,True,False,False,False
18093,75.0,0.0,0.05,5.95,/shop/clobetasol-propionate-shampoo-0-05-18093,45802-0961-26,910400,910400,Clobetasol Propionate Shampoo 0.05%,118 ML,PADAGIS,Clobex,0.05%,True,Short dated,PADAGIS,11/30/25,,548,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://medispan.tshinc.com/medispan/P0961260.jpg,Generic,Clobetasol Propionate Shampoo 0.05%,True,03/29/22,Clobetasol Propionate Shampoo 0.05%,184802,SHAM,Rx,available,True,,True,False,False,False
17940,280.61,350.76,0.86,42.800000000000004,/shop/clobetasol-propionate-emulsion-foam-0-05-17940,45802-0637-32,910493,910493,Clobetasol Propionate Emulsion Foam 0.05%,50 GM,PADAGIS,Olux E,0.05%,True,Short dated,PADAGIS,01/31/26,,89,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Clobetasol Propionate Emulsion Foam 0.05%,True,03/29/22,Clobetasol Propionate Emulsion Foam 0.05%,186932,FOAM,Rx,available,True,,True,False,False,False
36558,512.61,640.76,0.79,78.95,/shop/clobetasol-propionate-emulsion-foam-0-05-36558,45802-0637-33,114623,114623,Clobetasol Propionate Emulsion Foam 0.05%,100 GM,PADAGIS,Olux E,0.05%,True,Short dated,PADAGIS,01/31/26,,72,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Clobetasol Propionate Emulsion Foam 0.05%,True,02/22/23,Clobetasol Propionate Emulsion Foam 0.05%,186933,FOAM,Rx,available,True,,True,False,False,False
48909,800.0,960.0,9.120000000000001,182.5,/shop/clofarabine-iv-soln-1-mg-ml-48909,71288-0128-20,119050,119050,Clofarabine IV Soln 1 MG/ML,20 ML,MEITHEAL PHARMACEUTICALS,Clolar,1MG/ML,True,Short dated,MEITHEAL P,12/20/25,,24,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Clofarabine IV Soln 1 MG/ML,True,03/20/25,Clofarabine IV Soln 1 MG/ML,2318004,SOLN,Rx,available,True,,True,False,False,False
44707,25.58,0.0,0.05,2.35,/shop/clotrimazole-cream-1-44707,68462-0181-47,116870,116870,Clotrimazole Cream 1%,45 GM,GLENMARK PHARMACEUTICALS,Femcare,1%,True,Short dated,GLENMARK,12/31/25,,5546,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Clotrimazole Cream 1%,True,03/28/24,Clotrimazole Cream 1%,19240098,CREA,Rx,available,True,,True,False,False,False
30694,30.0,0.0,1.06,31.650000000000002,/shop/clotrimazole-soln-1-30694,70954-0036-20,306568,306568,Clotrimazole Soln 1%,30 ML,ANI  PHARMACEUTICALS,Clotrimatop,1%,True,Short dated,ANI PHARMA,11/30/25,,11,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://medispan.tshinc.com/medispan/N0036200.jpg,Generic,Clotrimazole Soln 1%,True,04/01/22,Clotrimazole Soln 1%,M23584A,SOLN,Rx,available,True,,True,False,10/11/21,False
48860,599.74,749.68,1.05,105.22,/shop/colchicine-cap-0-6-mg-48860,00143-3018-01,119026,119026,Colchicine Cap 0.6 MG,100,HIKMA PHARMACEUTICALS USA,Mitigare,0.6MG,True,Short dated,HIKMA PHAR,11/30/25,,18,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Colchicine Cap 0.6 MG,True,03/17/25,Colchicine Cap 0.6 MG,AC1366D,CAPS,Rx,available,True,,True,False,False,False
31803,124.08,137.87,0.17,16.71,/shop/comfort-ez-pen-needles-33g-x-6-mm-31803,98302-0141-78,964631,964631,Comfort EZ Pen Needles 33G X 6 MM,100,SIMPLE DIAGNOSTICS,,,True,Short dated,SIMPLE DIA,01/31/26,,65,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Trademarked,"Insulin Pen Needle 33 G X 6 MM (1/4"" or 15/64"")",True,06/07/22,Comfort EZ Pen Needles 33G X 6 MM,210105,MISC,OTC,available,True,,True,False,False,False
45572,20.93,31.05,0.33,20.0,/shop/complete-natal-dha-29-1-200-200-mg-45572,13811-0010-30,117502,117502,Complete Natal DHA 29-1-200  200 MG,60,TRIGEN LABORATORIES,Trust Natal DHA,29-1-200 & 200MG,True,Short dated,TRIGEN LAB,09/30/25,,11,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Brand,*Prenat-Fe Bis-Fe Prot Succ-FA-Ca Tab & Omega 3 Cap 200 Pk**,True,07/09/24,Complete Natal DHA 29-1-200  200 MG,128306,MISC,Rx,available,True,,True,False,False,False
45571,49.73,67.06,0.32,28.7,/shop/completenate-29-1-mg-45571,13811-0014-90,117503,117503,CompleteNate 29-1 MG,90,TRIGEN LABORATORIES,Se-Natal,29-1MG,True,Short dated,TRIGEN LAB,09/30/25,,19,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Brand,*Prenatal Vit w/ Fe Fumarate-FA Chew Tab 29-1 MG***,True,07/09/24,CompleteNate 29-1 MG,42309123,CHEW,Rx,available,True,,True,False,False,False
34263,104.55,150.99,4.69,56.27,/shop/compro-25-mg-34263,00574-7226-12,113764,113764,Compro 25 MG,12,PADAGIS,Compazine,25MG,True,Short dated,PADAGIS,01/31/26,,34,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Trademarked,Prochlorperazine Suppos 25 MG,True,10/26/22,Compro 25 MG,4063636,SUPP,Rx,available,True,,True,False,False,False
45622,6.11,7.33,0.07,6.24,/shop/cough-dm-30-mg-5ml-45622,00904-6312-56,117530,117530,Cough DM 30 MG/5ML,89 ML,MAJOR PHARMACEUTICALS,Delsym,30MG/5ML,True,Short dated,MAJOR,09/01/25,,64,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Brand,Dextromethorphan Polistirex Extended Release Susp 30 MG/5ML,True,07/12/24,Cough DM 30 MG/5ML,4BV1477,SUER,OTC,available,True,,True,False,False,False
17513,346.0,480.72,0.12,12.15,/shop/cyclobenzaprine-hcl-tab-7-5-mg-17513,59746-0735-01,205874,205874,Cyclobenzaprine HCl Tab 7.5 MG,100,JUBILANT CADISTA,Flexeril,7.5MG,True,Short dated,JUBILANT C,12/31/25,,156,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Cyclobenzaprine HCl Tab 7.5 MG,True,03/29/22,Cyclobenzaprine HCl Tab 7.5 MG,24P0100,TABS,Rx,available,True,,True,False,False,False
46900,160.0,192.0,2.23,17.86,/shop/docetaxel-soln-for-iv-infusion-80-mg-8ml-46900,71288-0144-08,118253,118253,Docetaxel Soln for IV Infusion 80 MG/8ML,8 ML,MEITHEAL PHARMACEUTICALS,Taxotere,80MG/8ML,True,Short dated,MEITHEAL P,01/04/26,,117,11/20/24,True,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Docetaxel Soln for IV Infusion 80 MG/8ML,True,11/18/24,Docetaxel Soln for IV Infusion 80 MG/8ML,2417004,SOLN,Rx,available,True,,True,False,False,False
46143,9.0,235.55,0.05,1.55,/shop/duloxetine-hcl-enteric-coated-pellets-cap-30-mg-base-eq-46143,27241-0098-03,117831,117831,Duloxetine HCl Enteric Coated Pellets Cap 30 MG (Base Eq),30,AJANTA PHARMA LIMITED,Cymbalta,30MG,True,Short dated,AJANTA PHA,12/31/25,,19,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Duloxetine HCl Enteric Coated Pellets Cap 30 MG (Base Eq),True,09/04/24,Duloxetine HCl Enteric Coated Pellets Cap 30 MG (Base Eq),PA00934,CPEP,Rx,available,True,,True,False,False,False
44596,120.0,0.0,3.08,184.5,/shop/dabigatran-etexilate-mesylate-cap-75-mg-etexilate-base-eq-44596,31722-0621-60,116778,116778,Dabigatran Etexilate Mesylate Cap 75 MG (Etexilate Base Eq),60,CAMBER PHARMACEUTICALS,Pradaxa,75MG,True,Short dated,CAMBER PHA,11/30/25,,3,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Dabigatran Etexilate Mesylate Cap 75 MG (Etexilate Base Eq),True,03/18/24,Dabigatran Etexilate Mesylate Cap 75 MG (Etexilate Base Eq),E240127,CAPS,Rx,available,True,,True,False,False,False
43913,253.76,362.73,0.33,32.89,/shop/danazol-cap-50-mg-43913,00527-1392-01,116266,116266,Danazol Cap 50 MG,100,LANNETT,Danocrine,50MG,True,Short dated,LANNETT,01/31/26,,23,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Danazol Cap 50 MG,True,01/23/24,Danazol Cap 50 MG,23276644A,CAPS,Rx,available,True,,True,False,False,False
47935,46.5,90.7,0.21,6.25,/shop/dapsone-tab-100-mg-47935,64980-0566-03,118746,118746,Dapsone Tab 100 MG,30,RISING PHARMACEUTICALS,Avlosulfon,100MG,True,Short dated,RISING,10/31/25,,6,02/05/25,True,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Dapsone Tab 100 MG,True,01/29/25,Dapsone Tab 100 MG,CDP1023008-B,TABS,Rx,available,True,,True,False,False,False
47834,155.0,269.95,0.4,39.980000000000004,/shop/dapsone-tab-100-mg-47834,64980-0566-01,118705,118705,Dapsone Tab 100 MG,100,RISING PHARMACEUTICALS,Avlosulfon,100MG,True,Short dated,RISING,10/31/25,,19,01/28/25,True,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Dapsone Tab 100 MG,True,01/21/25,Dapsone Tab 100 MG,CPD1023008-A,TABS,Rx,available,True,,True,False,False,False
48111,29.5,73.95,0.27,8.16,/shop/dapsone-tab-25-mg-48111,64980-0567-03,118851,118851,Dapsone Tab 25 MG,30,RISING PHARMACEUTICALS,Avlosulfon,25MG,True,Short dated,RISING,09/30/25,,61,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Dapsone Tab 25 MG,True,02/10/25,Dapsone Tab 25 MG,CDP2523006-B,TABS,Rx,available,True,,True,False,False,False
46210,150.0,1001.92,0.81,72.95,/shop/dapsone-gel-7-5-46210,62332-0663-90,117885,117885,Dapsone Gel 7.5%,90 GM,ALEMBIC PHARMACEUTICALS,Aczone,7.5%,True,Short dated,ALEMBIC PH,10/31/25,,5,09/16/24,True,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Dapsone Gel 7.5%,True,09/06/24,Dapsone Gel 7.5%,230608,GEL,Rx,available,True,,True,False,False,False
38172,566.28,0.0,0.61,54.95,/shop/dapsone-gel-7-5-38172,51672-1388-08,115098,115098,Dapsone Gel 7.5%,90 GM,SUN PHARMACEUTICALS,Aczone,7.5%,True,Short dated,SUN PHARMA,09/30/25,,1,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Dapsone Gel 7.5%,True,05/23/23,Dapsone Gel 7.5%,AD29772,GEL,Rx,available,True,,True,False,False,False
48960,98.33,220.05,0.23,22.62,/shop/dapsone-tab-25-mg-48960,64980-0567-01,119068,119068,Dapsone Tab 25 MG,100,RISING PHARMACEUTICALS,Avlosulfon,25MG,True,Short dated,RISING,09/30/25,,77,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Dapsone Tab 25 MG,True,03/25/25,Dapsone Tab 25 MG,CDP2523004-A,TABS,Rx,available,True,,True,False,False,False
47799,30.0,0.0,0.11,3.16,/shop/darifenacin-hydrobromide-tab-er-24hr-7-5-mg-base-equiv-47799,13668-0202-30,118684,118684,Darifenacin Hydrobromide Tab ER 24HR 7.5 MG (Base Equiv),30,TORRENT PHARMACEUTICALS,Enablex,7.5MG,True,Short dated,TORRENT PH,12/31/25,,16,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Darifenacin Hydrobromide Tab ER 24HR 7.5 MG (Base Equiv),True,01/16/25,Darifenacin Hydrobromide Tab ER 24HR 7.5 MG (Base Equiv),BDZ7L002,TB24,Rx,available,True,,True,False,False,False
44331,60.0,2262.89,0.87,52.230000000000004,/shop/darunavir-tab-600-mg-44331,72205-0184-60,116643,116643,Darunavir Tab 600 MG,60,NOVADOZ PHARMACEUTICALS,Prezista,600MG,True,Short dated,NOVADOZ PH,10/31/25,,51,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Darunavir Tab 600 MG,True,03/05/24,Darunavir Tab 600 MG,DRD10040A,TABS,Rx,available,True,,True,False,False,False
43590,60.0,0.0,2.22,66.5,/shop/darunavir-tab-800-mg-43590,59651-0086-30,116058,116058,Darunavir Tab 800 MG,30,AUROBINDO PHARMA,Prezista,800MG,True,Short dated,AUROBINDO,07/31/25,,25,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Darunavir Tab 800 MG,True,11/30/23,Darunavir Tab 800 MG,DC8023002A,TABS,Rx,available,True,,True,False,False,False
46197,60.0,2260.4,0.88,26.54,/shop/darunavir-tab-800-mg-46197,60219-1145-03,117875,117875,Darunavir Tab 800 MG,30,AMNEAL PHARMACEUTICALS,Prezista,800MG,True,Short dated,AMNEAL,10/31/25,,127,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Darunavir Tab 800 MG,True,09/05/24,Darunavir Tab 800 MG,AM232045,TABS,Rx,available,True,,True,False,False,False
43591,60.0,0.0,1.08,64.55,/shop/darunavir-tab-600-mg-43591,59651-0085-60,116057,116057,Darunavir Tab 600 MG,60,AUROBINDO PHARMA,Prezista,600MG,True,Short dated,AUROBINDO,07/31/25,,11,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Darunavir Tab 600 MG,True,11/30/23,Darunavir Tab 600 MG,DC6023002A,TABS,Rx,available,True,,True,False,False,False
45422,60.0,2260.4,0.61,36.59,/shop/darunavir-tab-600-mg-45422,60219-1144-06,117391,117391,Darunavir Tab 600 MG,60,AMNEAL PHARMACEUTICALS,Prezista,600MG,True,Short dated,AMNEAL,10/31/25,,78,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Darunavir Tab 600 MG,True,06/25/24,Darunavir Tab 600 MG,AM232044,TABS,Rx,available,True,,True,False,False,False
44338,60.0,2262.89,1.87,56.230000000000004,/shop/darunavir-tab-800-mg-44338,72205-0185-30,116644,116644,Darunavir Tab 800 MG,30,NOVADOZ PHARMACEUTICALS,Prezista,800MG,True,Short dated,NOVADOZ PH,10/31/25,,46,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Darunavir Tab 800 MG,True,03/05/24,Darunavir Tab 800 MG,DRD10144A,TABS,Rx,available,True,,True,False,False,False
45978,180.0,0.0,4.22,126.62,/shop/deferasirox-granules-packet-90-mg-45978,31722-0029-32,117756,117756,Deferasirox Granules Packet 90 MG,30,CAMBER PHARMACEUTICALS,Jadenu,90MG,True,Short dated,CAMBER PHA,07/31/25,,15,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Deferasirox Granules Packet 90 MG,True,08/14/24,Deferasirox Granules Packet 90 MG,OA232070,PACK,Rx,available,True,,True,False,False,False
49308,190.03,844.86,1.21,36.2,/shop/deferasirox-tab-for-oral-susp-125-mg-49308,62756-0568-83,119243,119243,Deferasirox Tab For Oral Susp 125 MG,30,SUN PHARMACEUTICALS,Exjade,125MG,True,Short dated,SUN PHARMA,01/31/26,,19,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Deferasirox Tab For Oral Susp 125 MG,True,04/25/25,Deferasirox Tab For Oral Susp 125 MG,DNF0188A,TBSO,Rx,available,True,,True,False,False,False
49310,380.05,1689.69,1.34,40.25,/shop/deferasirox-tab-for-oral-susp-250-mg-49310,62756-0569-83,119244,119244,Deferasirox Tab For Oral Susp 250 MG,30,SUN PHARMACEUTICALS,Exjade,250MG,True,Short dated,SUN PHARMA,01/31/26,,22,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Deferasirox Tab For Oral Susp 250 MG,True,04/25/25,Deferasirox Tab For Oral Susp 250 MG,DNF0189A,TBSO,Rx,available,True,,True,False,False,False
43360,1076.82,1292.15,11.200000000000001,335.99,/shop/deferasirox-granules-packet-90-mg-43360,67877-0675-84,115896,115896,Deferasirox Granules Packet 90 MG,30,ASCEND LABORATORIES,Jadenu,90MG,True,Short dated,ASCENDLABS,09/30/25,,12,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Deferasirox Granules Packet 90 MG,True,11/02/23,Deferasirox Granules Packet 90 MG,23143580,PACK,Rx,available,True,,True,False,False,False
47936,18.2,21.84,0.04,4.1,/shop/denta-5000-plus-sensitive-1-1-5-47936,16571-0823-10,118747,118747,Denta 5000 Plus Sensitive 1.1-5 %,100 ML,RISING PHARMACEUTICALS,FluoriMax,1.1-5%,True,Short dated,RISING,12/31/25,,239,02/05/25,True,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Brand,Sodium Fluoride-Potassium Nitrate Gel 1.1-5%,True,01/29/25,Denta 5000 Plus Sensitive 1.1-5 %,DS2403,GEL,Rx,available,True,,True,False,False,False
21267,78.72,124.32,0.03,3.59,/shop/dermaphor-21267,61924-0184-04,608361,608361,DermaPhor,106 GM X 24,DERMARITE,Aquaphor,,True,Short dated,DERMARITE,08/31/25,,72,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Trademarked,*Emollient - Ointment**,True,03/29/22,DermaPhor,30685A,OINT,OTC,available,True,,True,False,11/22/24,False
45631,50.0,501.85,0.1,9.64,/shop/desloratadine-tab-5-mg-45631,69543-0107-10,117541,117541,Desloratadine Tab 5 MG,100,VIRTUS PHARMACEUTICALS,Clarinex,5MG,True,Short dated,VIRTUS PHA,08/31/25,,26,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Desloratadine Tab 5 MG,True,07/12/24,Desloratadine Tab 5 MG,619U004A,TABS,Rx,available,True,,True,False,False,False
46542,473.23,680.69,3.25,194.95000000000002,/shop/desonide-gel-0-05-46542,24470-0920-60,118081,118081,Desonide Gel 0.05%,60 GM,CINTEX,DesOwen,0.05%,True,Short dated,CINTEX,08/31/25,,9,False,False,True,True,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Desonide Gel 0.05%,True,10/10/24,Desonide Gel 0.05%,67533,GEL,Rx,available,True,,True,False,False,False
21174,36.0,72.0,0.22,12.97,/shop/desoximetasone-cream-0-25-21174,72578-0091-02,409083,409083,Desoximetasone Cream 0.25%,60 GM,VIONA PHARMACEUTICALS,Topicort,0.25%,True,Short dated,VIONA PHAR,01/31/26,,16,False,False,True,False,https://blupaxpharma.com/cdn-cgi/image/quality=100/https://blupaxb2b.s3.amazonaws.com/placeholder.jpeg,Generic,Desoximetasone Cream 0.25%,True,03/29/22,Desoximetasone Cream 0.25%,T400097,CREA,Rx,available,True,,True,False,False,False
