count,mean,std,min,25%,50%,75%,max,delta,id,wac,awp,ndc_formatted,price,unit_price,description,product_size,manufacturer_name,brand,strength
7.0,29.75,0.0,29.75,29.75,29.75,29.75,29.75,0.0,45263,29.67,35.6,60258-0181-01,29.75,0.3,Hematinic/Folic Acid 324-1 MG,100,CYPRESS PHARMACEUTICAL,Hematinic/Folic Acid,324-1MG
7.0,31.490000000000002,3.837369354665453e-15,31.49,31.49,31.49,31.49,31.49,0.0,45299,60.17,0.0,16477-0202-12,31.49,2.62,Hemmorex-HC Rectal Suppository 30 MG,12,LASER PHARMACEUTICALS,Anusol-HC,30MG
7.0,30.09,0.0,30.09,30.09,30.09,30.09,30.09,0.0,45300,68.7,82.44,16477-0410-06,30.09,0.17,Sulfacetamide Sodium Liquid 10%,177 ML,LASER PHARMACEUTICALS,Ovace Wash 10%,10%
1.0,34.65,,34.65,34.65,34.65,34.65,34.65,0.0,45305,123.66,148.39,16477-0410-12,34.65,0.1,Sulfacetamide Sodium Liquid 10%,354.8 ML,LASER PHARMACEUTICALS,Ovace Wash 10%,10%
1.0,15.25,,15.25,15.25,15.25,15.25,15.25,0.0,45313,26.0,880.23,42799-0960-01,15.25,0.15,Isosorbide Mononitrate Tab ER 24HR 120 MG,100,EDENBRIDGE PHARMACEUTICALS,Imdur,120MG
7.0,41.75,0.0,41.75,41.75,41.75,41.75,41.75,0.0,45326,235.71,2270.65,47335-0930-74,41.75,8.35,Temozolomide Cap 180 MG,5,SUN PHARMACEUTICALS,Temodar,180MG
1.0,3.5500000000000003,,3.5500000000000003,3.5500000000000003,3.5500000000000003,3.5500000000000003,3.5500000000000003,0.0,45329,29.9,252.3,47335-0891-74,3.5500000000000003,0.71,Temozolomide Cap 20 MG,5,SUN PHARMACEUTICALS,Temodar,20MG
4.0,13.49,0.0,13.49,13.49,13.49,13.49,13.49,0.0,45334,74.0,90.0,33342-0314-11,13.49,0.13,Propylthiouracil Tab 50 MG,100,MACLEODS PHARMACEUTICALS,Propylthiouracil,50MG
7.0,3.75,0.0,3.75,3.75,3.75,3.75,3.75,0.0,45339,36.7,68.0,63304-0443-30,3.75,0.12,Fenofibrate Micronized Cap 43 MG,30,SUN PHARMACEUTICALS,Tricor,43MG
3.0,8.15,0.0,8.15,8.15,8.15,8.15,8.15,0.0,45345,129.73,155.68,70095-0017-01,8.15,0.08,Theophylline Tab ER 12HR 300 MG,100,SUN PHARMACEUTICALS,Elixophyllin,300MG
3.0,21.350000000000005,4.351167857633658e-15,21.35,21.35,21.35,21.35,21.35,0.0,45346,300.0,360.0,70095-0018-01,21.35,0.21,Theophylline Tab ER 12HR 450 MG,100,SUN PHARMACEUTICALS,Elixophyllin,450MG
7.0,12.739999999999998,1.9186846773327266e-15,12.74,12.74,12.74,12.74,12.74,0.0,45372,55.71,408.27,68462-0281-32,12.74,1.27,Brimonidine Tartrate-Timolol Maleate Ophth Soln 0.2-0.5%,10 ML,GLENMARK PHARMACEUTICALS,Combigan,0.2-0.5%
7.0,3.1900000000000004,4.796711693331816e-16,3.19,3.19,3.19,3.19,3.19,0.0,45429,30.0,213.88,68180-0232-09,3.19,0.04,Fenofibrate Tab 160 MG,90,LUPIN PHARMACEUTICALS,LoFibra,160MG
7.0,1.1500000000000001,2.398355846665908e-16,1.15,1.15,1.15,1.15,1.15,0.0,45512,17.6,0.0,29300-0474-01,1.15,0.01,Baclofen Tab 5 MG,100,UNICHEM PHARMACEUTICALS,Lioresal,5MG
7.0,1.03,0.0,1.03,1.03,1.03,1.03,1.03,0.0,45430,8.5,86.03,68180-0998-06,1.03,0.03,Fluoxetine HCl Tab 10 MG,30,LUPIN PHARMACEUTICALS,Prozac,10MG
7.0,5.75,0.0,5.75,5.75,5.75,5.75,5.75,0.0,45447,35.0,421.72,69097-0844-07,5.75,0.06,Alfuzosin HCl Tab ER 24HR 10 MG,100,CIPLA USA,Uroxatral,10MG
7.0,15.769999999999998,1.9186846773327266e-15,15.77,15.77,15.77,15.77,15.77,0.0,45448,63.63,76.36,81952-0123-23,15.77,15.77,Enoxaparin Sodium Inj Soln Pref Syr 30 MG/0.3ML,0.3 ML X 10,HEPALINK USA,Lovenox,30MG/0.3ML
7.0,3.5500000000000003,0.0,3.5500000000000003,3.5500000000000003,3.5500000000000003,3.5500000000000003,3.5500000000000003,0.0,45452,20.0,168.9,31722-0066-01,3.5500000000000003,0.04,Bupropion HCl Tab ER 12HR 100 MG,100,CAMBER PHARMACEUTICALS,Wellbutrin SR,100MG
7.0,29.5,0.0,29.5,29.5,29.5,29.5,29.5,0.0,45454,80.0,445.2,31722-0681-47,29.5,0.06,Acyclovir Susp 200 MG/5ML,473 ML,CAMBER PHARMACEUTICALS,Zovirax,200MG/5ML
3.0,12.49,0.0,12.49,12.49,12.49,12.49,12.49,0.0,45464,17.48,20.97,16103-0350-11,12.49,0.01,Pharbetol Extra Strength 500 MG,1000,PHARBEST PHARMACEUTICALS,Acetaminophen,500MG
7.0,1.49,0.0,1.49,1.49,1.49,1.49,1.49,0.0,45465,3.98,4.77,16103-0355-08,1.49,0.01,Ascorbic Acid Tab 500 MG,100,PHARBEST PHARMACEUTICALS,Acerola,500MG
7.0,9.25,0.0,9.25,9.25,9.25,9.25,9.25,0.0,45494,89.62,109.74,50632-0007-66,9.25,0.09,Pure-Comfort Synthetic Nitrile,100,HOME AIDE DIAGNOSTICS,,
7.0,5.950000000000001,9.593423386663633e-16,5.95,5.95,5.95,5.95,5.95,0.0,45501,54.5,750.0,23155-0880-05,5.95,0.01,Lisinopril Tab 30 MG,500,AVET PHARMACEUTICALS,Zestril,30MG
7.0,3.64,0.0,3.64,3.64,3.64,3.64,3.64,0.0,45506,26.88,32.26,23155-0830-01,3.64,0.04,Mycophenolate Mofetil Cap 250 MG,100,AVET PHARMACEUTICALS,CellCept,250MG
3.0,1.19,0.0,1.19,1.19,1.19,1.19,1.19,0.0,45507,4.85,77.12,23155-0023-01,1.19,0.01,Buspirone HCl Tab 5 MG,100,AVET PHARMACEUTICALS,Buspar,5MG
7.0,4.28,0.0,4.28,4.28,4.28,4.28,4.28,0.0,45508,55.8,151.09,23155-0048-01,4.28,0.04,Felodipine Tab ER 24HR 2.5 MG,100,AVET PHARMACEUTICALS,Plendil,2.5MG
7.0,9.99,0.0,9.99,9.99,9.99,9.99,9.99,0.0,45511,120.0,278.49,23155-0532-01,9.99,0.1,Ethosuximide Cap 250 MG,100,AVET PHARMACEUTICALS,Zarontin,250MG
7.0,8.15,0.0,8.15,8.15,8.15,8.15,8.15,0.0,46627,31.0,91.67,33342-0116-07,8.15,0.27,Candesartan Cilexetil Tab 16 MG,30,MACLEODS PHARMACEUTICALS,Atacand,16MG
7.0,6.990000000000001,9.593423386663633e-16,6.99,6.99,6.99,6.99,6.99,0.0,46783,95.0,519.44,31722-0678-56,6.99,0.12,Varenicline Tartrate Tab 0.5 MG (Base Equiv),56,CAMBER PHARMACEUTICALS,Chantix,0.5MG
5.0,1.23,0.0,1.23,1.23,1.23,1.23,1.23,0.0,46632,12.49,72.52,33342-0402-10,1.23,0.01,Levothyroxine Sodium Tab 175 MCG,90,MACLEODS PHARMACEUTICALS,Synthroid,175MCG
7.0,2.25,0.0,2.25,2.25,2.25,2.25,2.25,0.0,47940,12.5,15.5,57237-0327-03,2.25,0.07,Bisacodyl Suppos 10 MG,30,RISING PHARMACEUTICALS,Dulcolax,10MG
7.0,1.3499999999999999,2.398355846665908e-16,1.35,1.35,1.35,1.35,1.35,0.0,48600,15.0,778.95,43547-0276-09,1.35,0.02,Donepezil Hydrochloride Tab 10 MG,90,SOLCO HEALTHCARE,Aricept,10MG
7.0,3.1499999999999995,4.796711693331816e-16,3.15,3.15,3.15,3.15,3.15,0.0,48602,15.85,19.1,71399-9474-09,3.15,0.03,Medpura Benzoyl Peroxide 10 %,90 GM,AKRON PHARMA,MedPura,10%
7.0,1.05,0.0,1.05,1.05,1.05,1.05,1.05,0.0,48603,1.7,2.06,71399-8026-01,1.05,0.01,Diphenhydramine HCl Cap 50 MG,100,AKRON PHARMA,Benadryl,50MG
7.0,0.9900000000000001,1.199177923332954e-16,0.99,0.99,0.99,0.99,0.99,0.0,48604,5.38,6.47,71399-0544-01,0.99,0.0,Hydrocerin,454 GM,AKRON PHARMA,,
7.0,1.24,0.0,1.24,1.24,1.24,1.24,1.24,0.0,48606,3.3,4.04,71399-0024-08,1.24,0.01,Max Tussin Mucus  Chest Cong 200 MG/10ML,236 ML,AKRON PHARMA,Robitussin Mucus+Chest Congest,200MG/10ML
7.0,1.24,0.0,1.24,1.24,1.24,1.24,1.24,0.0,48608,3.55,4.29,71399-0025-08,1.24,0.01,Max Tussin DM CoughChest Cong 20-200 MG/10ML,236 ML,AKRON PHARMA,Dextromethorphan-Guaifenesin,20-200MG/10ML
7.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,48609,3.45,4.15,71399-0026-08,1.0,0.0,Max Tussin DM CoughChest Cong 20-200 MG/10ML,236 ML,AKRON PHARMA,Dextromethorphan-Guaifenesin,20-200MG/10ML
7.0,0.9000000000000001,1.199177923332954e-16,0.9,0.9,0.9,0.9,0.9,0.0,48610,2.9,4.5,71399-9474-05,0.9,0.02,Medpura Benzoyl Peroxide 10 %,42.5 GM,AKRON PHARMA,MedPura,10%
3.0,39.86,0.0,39.86,39.86,39.86,39.86,39.86,0.0,48629,216.32,0.0,62332-0238-30,39.86,1.33,Vardenafil HCl Tab 10 MG,30,ALEMBIC PHARMACEUTICALS,Levitra,10MG
7.0,29.67000000000001,7.674738709330906e-15,29.67,29.67,29.67,29.67,29.67,0.0,48634,450.0,540.0,71288-0138-50,29.67,29.67,Mitomycin For IV Soln 20 MG,1,MEITHEAL PHARMACEUTICALS,Mutamycin,20MG
4.0,25.18,0.0,25.18,25.18,25.18,25.18,25.18,0.0,48636,153.0,375.0,33342-0117-10,25.18,0.28,Candesartan Cilexetil Tab 32 MG,90,MACLEODS PHARMACEUTICALS,Atacand,32MG
1.0,3.2,,3.2,3.2,3.2,3.2,3.2,0.0,48637,10.0,0.0,33342-0384-07,3.2,0.11,Silodosin Cap 4 MG,30,MACLEODS PHARMACEUTICALS,Rapaflo,4MG
7.0,3.7800000000000002,4.796711693331816e-16,3.78,3.78,3.78,3.78,3.78,0.0,48638,30.0,0.0,33342-0278-09,3.78,0.06,Tadalafil Tab 20 MG (PAH),60,MACLEODS PHARMACEUTICALS,Adcirca,20MG
6.0,87.14999999999999,1.556721137788958e-14,87.15,87.15,87.15,87.15,87.15,0.0,48647,535.5,669.38,45802-0929-49,87.15,87.15,Mesalamine Rectal Enema 4 GM  Cleanser Wipe Kit,1 X 4,PADAGIS,Rowasa,4GM
7.0,8.68,0.0,8.68,8.68,8.68,8.68,8.68,0.0,48648,35.15,54.1,45802-0221-37,8.68,0.14,Fluticasone Propionate Oint 0.005%,60 GM,PADAGIS,Cutivate,0.005%
7.0,52.34000000000002,1.5349477418661813e-14,52.34,52.34,52.34,52.34,52.34,0.0,48649,578.59,737.66,45802-0383-01,52.34,1.05,Clindamycin Phosphate-Benzoyl Peroxide Gel 1.2-3.75%,50 GM,PADAGIS,Onexton,1.2-3.75%
3.0,180.75,0.0,180.75,180.75,180.75,180.75,180.75,0.0,48689,489.07,0.0,68462-0371-30,180.75,6.03,Topiramate Cap ER 24HR Sprinkle 200 MG,30,GLENMARK PHARMACEUTICALS,Topamax,200MG
7.0,4.8500000000000005,0.0,4.8500000000000005,4.8500000000000005,4.8500000000000005,4.8500000000000005,4.8500000000000005,0.0,48713,11.0,365.95,33342-0248-11,4.8500000000000005,0.05,Repaglinide Tab 0.5 MG,100,MACLEODS PHARMACEUTICALS,Prandin,0.5MG
7.0,3.1900000000000004,4.796711693331816e-16,3.19,3.19,3.19,3.19,3.19,0.0,48716,20.97,361.92,43547-0367-09,3.19,0.04,Valsartan Tab 40 MG,90,SOLCO HEALTHCARE,Diovan,40MG
7.0,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.0,48717,3.75,207.0,43547-0300-03,0.75,0.03,Olmesartan Medoxomil Tab 20 MG,30,SOLCO HEALTHCARE,Benicar,20MG
4.0,19.75,0.0,19.75,19.75,19.75,19.75,19.75,0.0,48748,150.0,5773.67,70377-0079-13,19.75,0.02,Atorvastatin Calcium Tab 40 MG (Base Equivalent),1000,BIOCON PHARMA,Lipitor,40MG
7.0,33.25,0.0,33.25,33.25,33.25,33.25,33.25,0.0,48749,92.29,237.3,00713-0791-75,33.25,0.08,Sucralfate Susp 1 GM/10ML,420 ML,COSETTE PHARMACEUTICALS,Carafate,1GM/10ML
3.0,8.950000000000001,0.0,8.950000000000001,8.950000000000001,8.950000000000001,8.950000000000001,8.950000000000001,0.0,48750,24.38,974.35,65862-0145-05,8.950000000000001,0.02,Carvedilol Tab 25 MG,500,AUROBINDO PHARMA,Coreg,25MG
4.0,2.7,0.0,2.7,2.7,2.7,2.7,2.7,0.0,48771,18.0,0.0,72205-0200-30,2.7,0.09,Roflumilast Tab 500 MCG,30,NOVADOZ PHARMACEUTICALS,Daliresp,500MCG
3.0,147.56,0.0,147.56,147.56,147.56,147.56,147.56,0.0,48784,270.77,896.06,59651-0784-01,147.56,1.48,Cephalexin Tab 500 MG,100,AUROBINDO PHARMA,Keflex,500MG
7.0,1.2,0.0,1.2,1.2,1.2,1.2,1.2,0.0,48787,7.19,176.93,16571-0698-03,1.2,0.04,Lansoprazole Cap Delayed Release 30 MG,30,RISING PHARMACEUTICALS,Prevacid,30MG
7.0,11.400000000000002,1.9186846773327266e-15,11.4,11.4,11.4,11.4,11.4,0.0,48790,94.59,113.51,64980-0573-01,11.4,0.11,Phenytoin Chew Tab 50 MG,100,RISING PHARMACEUTICALS,Dilantin,50MG
7.0,22.5,0.0,22.5,22.5,22.5,22.5,22.5,0.0,48800,86.05,895.85,23155-0227-05,22.5,0.04,Acyclovir Tab 400 MG,500,AVET PHARMACEUTICALS,Zovirax,400MG
1.0,32.8,,32.8,32.8,32.8,32.8,32.8,0.0,48801,147.45,1751.09,23155-0228-05,32.8,0.07,Acyclovir Tab 800 MG,500,AVET PHARMACEUTICALS,Zovirax,800MG
1.0,0.8200000000000001,,0.8200000000000001,0.8200000000000001,0.8200000000000001,0.8200000000000001,0.8200000000000001,0.0,48591,4.3,312.5,72241-0051-22,0.8200000000000001,0.03,Olanzapine Tab 2.5 MG,30,MODAVAR PHARMACEUTICALS,Zyprexa,2.5MG
3.0,1.29,0.0,1.29,1.29,1.29,1.29,1.29,0.0,48590,11.25,833.0,72241-0055-22,1.29,0.04,Olanzapine Tab 15 MG,30,MODAVAR PHARMACEUTICALS,Zyprexa,15MG
7.0,8.5,0.0,8.5,8.5,8.5,8.5,8.5,0.0,48532,101.0,6127.56,29300-0286-05,8.5,0.02,Tadalafil Tab 2.5 MG,500,UNICHEM PHARMACEUTICALS,Cialis,2.5MG
7.0,32.550000000000004,7.674738709330906e-15,32.55,32.55,32.55,32.55,32.55,0.0,48029,177.56,780.55,31722-0253-10,32.55,0.03,Allopurinol Tab 300 MG,1000,CAMBER PHARMACEUTICALS,Zyloprim,300MG
4.0,16.45,0.0,16.45,16.45,16.45,16.45,16.45,0.0,47943,20.0,24.0,00487-9007-30,16.45,4.11,Sodium Chloride Soln Nebu 7%,4 ML X 30,NEPHRON PHARMACEUTICALS CORP.,Nebusal,7%
1.0,3.98,,3.98,3.98,3.98,3.98,3.98,0.0,47944,6.46,7.6,45802-0897-34,3.98,0.02,Ibuprofen Childrens 100 MG/5ML,237 ML,PADAGIS,Children's Motrin,100MG/5ML
7.0,1.0999999999999999,2.398355846665908e-16,1.1,1.1,1.1,1.1,1.1,0.0,47949,3.84,221.86,68462-0397-30,1.1,0.04,Omeprazole Cap Delayed Release 40 MG,30,GLENMARK PHARMACEUTICALS,Prilosec,40MG
7.0,0.9500000000000001,1.199177923332954e-16,0.95,0.95,0.95,0.95,0.95,0.0,47950,9.0,0.0,33342-0123-07,0.95,0.03,Aripiprazole Tab 5 MG,30,MACLEODS PHARMACEUTICALS,Abilify,5MG
7.0,32.0,0.0,32.0,32.0,32.0,32.0,32.0,0.0,48015,123.74,17113.92,72241-0054-11,32.0,0.03,Olanzapine Tab 10 MG,1000,MODAVAR PHARMACEUTICALS,Zyprexa,10MG
7.0,3.420000000000001,9.593423386663633e-16,3.42,3.42,3.42,3.42,3.42,0.0,48016,10.0,241.85,72241-0012-03,3.42,0.06,Rivastigmine Tartrate Cap 3 MG (Base Equivalent),60,MODAVAR PHARMACEUTICALS,Exelon,3MG
7.0,106.38,0.0,106.38,106.38,106.38,106.38,106.38,0.0,48017,350.43,7128.0,72241-0010-11,106.38,0.11,Raloxifene HCl Tab 60 MG,1000,MODAVAR PHARMACEUTICALS,Evista,60MG
7.0,24.62,0.0,24.62,24.62,24.62,24.62,24.62,0.0,48018,88.16,12286.66,72241-0052-11,24.62,0.02,Olanzapine Tab 5 MG,1000,MODAVAR PHARMACEUTICALS,Zyprexa,5MG
7.0,4.1499999999999995,9.593423386663633e-16,4.15,4.15,4.15,4.15,4.15,0.0,48021,10.0,241.85,72241-0013-03,4.15,0.07,Rivastigmine Tartrate Cap 4.5 MG (Base Equivalent),60,MODAVAR PHARMACEUTICALS,Exelon,4.5MG
7.0,47.300000000000004,7.674738709330906e-15,47.3,47.3,47.3,47.3,47.3,0.0,48022,145.46,20117.91,72241-0055-11,47.3,0.05,Olanzapine Tab 15 MG,1000,MODAVAR PHARMACEUTICALS,Zyprexa,15MG
7.0,28.22,0.0,28.22,28.22,28.22,28.22,28.22,0.0,48024,179.34,24803.7,72241-0056-11,28.22,0.03,Olanzapine Tab 20 MG,1000,MODAVAR PHARMACEUTICALS,Zyprexa,20MG
7.0,6.8500000000000005,0.0,6.8500000000000005,6.8500000000000005,6.8500000000000005,6.8500000000000005,6.8500000000000005,0.0,48026,95.0,519.44,31722-0679-56,6.8500000000000005,0.12,Varenicline Tartrate Tab 1 MG (Base Equiv),56,CAMBER PHARMACEUTICALS,Champix,1MG
7.0,4.39,0.0,4.39,4.39,4.39,4.39,4.39,0.0,48027,25.9,245.48,31722-0021-01,4.39,0.04,Divalproex Sodium Tab ER 24 HR 250 MG,100,CAMBER PHARMACEUTICALS,Depakote ER,250MG
3.0,47.72,0.0,47.72,47.72,47.72,47.72,47.72,0.0,48055,127.08,282.63,69315-0186-24,47.72,1.99,Leucovorin Calcium Tab 15 MG,24,LEADING PHARMA,Leucovorin Calcium Novaplus,15MG
7.0,7.6499999999999995,9.593423386663633e-16,7.65,7.65,7.65,7.65,7.65,0.0,48524,21.61,133.0,16729-0184-17,7.65,0.01,Hydrochlorothiazide Tab 50 MG,1000,ACCORD HEALTHCARE,Microzide,50MG
7.0,4.1499999999999995,9.593423386663633e-16,4.15,4.15,4.15,4.15,4.15,0.0,48057,5.89,7.07,69230-0325-24,4.15,0.17,Loperamide-Simethicone Tab 2-125 MG,24,CAMBER CONSUMER CARE,Imodium,2-125MG
3.0,7.989999999999999,1.0877919644084146e-15,7.99,7.99,7.99,7.99,7.99,0.0,48079,9.3,0.0,76204-0100-30,7.99,4.0,Ipratropium Bromide Inhal Soln 0.02%,2.5 ML X 30,RITEDOSE PHARMACEUTICALS,Atrovent,0.02%
7.0,27.22,0.0,27.22,27.22,27.22,27.22,27.22,0.0,48087,81.0,434.6,00143-9837-10,27.22,0.03,Penicillin V Potassium Tab 250 MG,1000,HIKMA PHARMACEUTICALS USA,Pen Vee K,250MG
7.0,5.420000000000001,9.593423386663633e-16,5.42,5.42,5.42,5.42,5.42,0.0,48088,98.56,265.41,00054-0278-03,5.42,0.6,Naratriptan HCl Tab 1 MG (Base Equiv),9,HIKMA PHARMACEUTICALS USA,Amerge,1MG
7.0,2.8999999999999995,4.796711693331816e-16,2.9,2.9,2.9,2.9,2.9,0.0,48090,14.0,0.0,00143-9802-50,2.9,0.06,Doxycycline Hyclate Cap 50 MG,50,HIKMA PHARMACEUTICALS USA,Vibramycin,50MG
7.0,4.69,0.0,4.69,4.69,4.69,4.69,4.69,0.0,48092,20.63,24.76,00054-4180-25,4.69,0.05,Dexamethasone Tab 0.75 MG,100,HIKMA PHARMACEUTICALS USA,Decadron,0.75MG
7.0,9.950000000000001,1.9186846773327266e-15,9.95,9.95,9.95,9.95,9.95,0.0,48094,40.0,98.89,23155-0117-01,9.95,0.1,Glipizide-Metformin HCl Tab 5-500 MG,100,AVET PHARMACEUTICALS,Metaglip,5-500MG
7.0,4.32,0.0,4.32,4.32,4.32,4.32,4.32,0.0,48110,7.5,8.93,16571-0111-24,4.32,0.02,Chlorhexidine Gluconate Soln 4%,236 ML,RISING PHARMACEUTICALS,PERIDEX,4%
7.0,8.159999999999998,1.9186846773327266e-15,8.16,8.16,8.16,8.16,8.16,0.0,48111,29.5,73.95,64980-0567-03,8.16,0.27,Dapsone Tab 25 MG,30,RISING PHARMACEUTICALS,Avlosulfon,25MG
1.0,148.34,,148.34,148.34,148.34,148.34,148.34,0.0,48134,600.0,720.0,71288-0139-51,148.34,148.34,Mitomycin For IV Soln 40 MG,1,MEITHEAL PHARMACEUTICALS,Mutamycin,40MG
7.0,11.650000000000002,1.9186846773327266e-15,11.65,11.65,11.65,11.65,11.65,0.0,48514,55.56,4472.5,13668-0181-05,11.65,0.02,Rosuvastatin Calcium Tab 20 MG,500,TORRENT PHARMACEUTICALS,Crestor,20MG
7.0,4.75,0.0,4.75,4.75,4.75,4.75,4.75,0.0,48516,68.24,271.52,13668-0134-01,4.75,0.05,Felodipine Tab ER 24HR 10 MG,100,TORRENT PHARMACEUTICALS,Plendil,10MG
7.0,9.87,0.0,9.87,9.87,9.87,9.87,9.87,0.0,48519,116.97,212.46,45802-0758-30,9.87,0.8200000000000001,Promethazine HCl Suppos 12.5 MG,12,PADAGIS,Phenergan,12.5MG
7.0,12.5,0.0,12.5,12.5,12.5,12.5,12.5,0.0,48818,9.19,11.03,71288-0113-10,12.5,12.5,Gemcitabine HCl For Inj 200 MG,1,MEITHEAL PHARMACEUTICALS,Gemzar,200MG
7.0,2.3799999999999994,4.796711693331816e-16,2.38,2.38,2.38,2.38,2.38,0.0,48858,10.8,38.85,00143-9981-01,2.38,0.02,Amoxicillin  K Clavulanate For Susp 200-28.5 MG/5ML,100 ML,HIKMA PHARMACEUTICALS USA,Augmentin,200-28.5MG/5ML
7.0,105.22000000000001,1.5349477418661813e-14,105.22,105.22,105.22,105.22,105.22,0.0,48860,599.74,749.68,00143-3018-01,105.22,1.05,Colchicine Cap 0.6 MG,100,HIKMA PHARMACEUTICALS USA,Mitigare,0.6MG
3.0,36.95,0.0,36.95,36.95,36.95,36.95,36.95,0.0,49375,124.59,9967.37,31722-0769-05,36.95,0.07,Quetiapine Fumarate Tab 400 MG,500,CAMBER PHARMACEUTICALS,Seroquel,400MG
7.0,5.950000000000001,9.593423386663633e-16,5.95,5.95,5.95,5.95,5.95,0.0,49159,6.25,0.0,00487-9501-25,5.95,1.98,Albuterol Sulfate Soln Nebu 0.083% (2.5 MG/3ML),3 ML X 25,NEPHRON PHARMACEUTICALS CORP.,Proventil,(2.5 MG/3ML)0.083%
7.0,4.1499999999999995,9.593423386663633e-16,4.15,4.15,4.15,4.15,4.15,0.0,49276,33.61,167.2,55111-0145-12,4.15,0.35,Fluconazole Tab 150 MG,12,"DR.REDDY'S LABORATORIES, INC.",Diflucan,150MG
7.0,24.300000000000004,3.837369354665453e-15,24.3,24.3,24.3,24.3,24.3,0.0,49278,126.43,189.68,45802-0310-30,24.3,0.81,Estradiol TD Gel 0.75 MG/0.75GM (0.1%),30,PADAGIS,Divigel,0.75MG/0.75GM
3.0,129.5,0.0,129.5,129.5,129.5,129.5,129.5,0.0,49279,395.11,474.13,45802-0436-94,129.5,4.32,Tazarotene Gel 0.05%,30 GM,PADAGIS,Tazorac,0.05%
7.0,36.199999999999996,7.674738709330906e-15,36.2,36.2,36.2,36.2,36.2,0.0,49308,190.03,844.86,62756-0568-83,36.2,1.21,Deferasirox Tab For Oral Susp 125 MG,30,SUN PHARMACEUTICALS,Exjade,125MG
7.0,40.25,0.0,40.25,40.25,40.25,40.25,40.25,0.0,49310,380.05,1689.69,62756-0569-83,40.25,1.34,Deferasirox Tab For Oral Susp 250 MG,30,SUN PHARMACEUTICALS,Exjade,250MG
2.0,78.55,0.0,78.55,78.55,78.55,78.55,78.55,0.0,49311,705.67,891.0,47335-0936-40,78.55,78.55,Leuprolide Acetate Inj Kit 1 MG/0.2ML (5 MG/ML),1,SUN PHARMACEUTICALS,,1MG/0.2ML
7.0,8.549999999999999,1.9186846773327266e-15,8.55,8.55,8.55,8.55,8.55,0.0,49312,72.14,104.07,62756-0590-88,8.55,0.09,Liothyronine Sodium Tab 25 MCG,100,SUN PHARMACEUTICALS,Cytomel,25MCG
7.0,3.5300000000000002,4.796711693331816e-16,3.53,3.53,3.53,3.53,3.53,0.0,49326,42.49,737.2,42799-0922-01,3.53,0.04,Bisoprolol  Hydrochlorothiazide Tab 10-6.25 MG,100,EDENBRIDGE PHARMACEUTICALS,Ziac,10-6.25MG
7.0,12.950000000000001,1.9186846773327266e-15,12.95,12.95,12.95,12.95,12.95,0.0,49327,65.0,440.1,68180-0524-06,12.95,0.43,Paliperidone Tab ER 24HR 3 MG,30,LUPIN PHARMACEUTICALS,Invega,3MG
7.0,12.22,0.0,12.22,12.22,12.22,12.22,12.22,0.0,49330,65.0,440.1,68180-0525-06,12.22,0.41,Paliperidone Tab ER 24HR 6 MG,30,LUPIN PHARMACEUTICALS,Invega,6MG
7.0,2.25,0.0,2.25,2.25,2.25,2.25,2.25,0.0,49332,4.5,85.0,42385-0977-01,2.25,0.02,Metformin HCl Tab ER 24HR 500 MG,100,LAURUS LABS PRIVATE LIMITED,Glucophage XR,500MG
3.0,19.27,0.0,19.27,19.27,19.27,19.27,19.27,0.0,49362,125.0,735.1,00527-1326-01,19.27,0.19,Ursodiol Cap 300 MG,100,LANNETT,Actigall,300MG
1.0,5.28,,5.28,5.28,5.28,5.28,5.28,0.0,49382,103.29,0.0,31722-0126-30,5.28,0.18,Venlafaxine HCl Tab ER 24HR 225 MG (Base Equivalent),30,CAMBER PHARMACEUTICALS,Effexor XR,225MG
3.0,1.83,0.0,1.83,1.83,1.83,1.83,1.83,0.0,49143,63.0,218.1,23155-0097-06,1.83,0.03,Buspirone HCl Tab 30 MG,60,AVET PHARMACEUTICALS,Buspar,30MG
3.0,7.489999999999999,1.0877919644084146e-15,7.49,7.49,7.49,7.49,7.49,0.0,49384,24.92,1993.47,31722-0769-01,7.49,0.07,Quetiapine Fumarate Tab 400 MG,100,CAMBER PHARMACEUTICALS,Seroquel,400MG
7.0,3.670000000000001,9.593423386663633e-16,3.67,3.67,3.67,3.67,3.67,0.0,49386,14.75,0.0,31722-0591-01,3.67,0.04,Metoprolol Succinate Tab ER 24HR 100 MG (Tartrate Equiv),100,CAMBER PHARMACEUTICALS,Toprol,100MG
7.0,18.77,0.0,18.77,18.77,18.77,18.77,18.77,0.0,49445,30.68,36.82,71288-0106-10,18.77,18.77,Bleomycin Sulfate For Inj 15 Unit,1,MEITHEAL PHARMACEUTICALS,,15UNIT
7.0,66.25,0.0,66.25,66.25,66.25,66.25,66.25,0.0,49486,175.0,0.0,71839-0116-10,66.25,66.25,Enoxaparin Sodium Inj Soln Pref Syr 150 MG/ML,1 ML X 10,BE PHARMACEUTICALS,Lovenox,150MG/ML
3.0,4.55,0.0,4.55,4.55,4.55,4.55,4.55,0.0,49497,10.0,12.0,71288-0160-10,4.55,4.55,Leucovorin Calcium For Inj 50 MG,1,MEITHEAL PHARMACEUTICALS,,50MG
