count,mean,std,min,25%,50%,75%,max,delta,itemId,ndc,price,description,manufacturer,strength
7.0,222.04,0.0,222.04,222.04,222.04,222.04,222.04,0.0,5421250,,222.04,DISPILL PRM LBL 500 GENOA,DISPILL USA INC,NOT AVAILABLE
7.0,149.87000000000003,3.0698954837323625e-14,149.87,149.87,149.87,149.87,149.87,0.0,5420286,43598039567.0,149.87,TETRABENAZINE TB 25MG 112,DR REDDYS LABS INC CS,25MG
7.0,7.170000000000001,9.593423386663633e-16,7.17,7.17,7.17,7.17,7.17,0.0,5421110,65162067684.0,7.17,AZELASTINE HCL SN 137MCG 30ML NSL,AMNEAL PHARMACEUTICALS LLC CS,137MCG
7.0,10.870000000000001,1.9186846773327266e-15,10.87,10.87,10.87,10.87,10.87,0.0,5421003,68180067711.0,10.87,OSELTAMIVIR PHOS CP 75MG 10UD BPK,LUPIN PHARMA INC CS NCBNET,75MG
7.0,11.47,0.0,11.47,11.47,11.47,11.47,11.47,0.0,5420997,68180067611.0,11.47,OSELTAMIVIR PHOS CP 45MG 10UD BPK,LUPIN PHARMA INC CS NCBNET,45MG
7.0,9.570000000000002,1.9186846773327266e-15,9.57,9.57,9.57,9.57,9.57,0.0,5420989,68180067511.0,9.57,OSELTAMIVIR PHOS CP 30MG 10UD BPK,LUPIN PHARMA INC CS NCBNET,30MG
7.0,12.97,0.0,12.97,12.97,12.97,12.97,12.97,0.0,5420963,64380071404.0,12.97,TENOFOVIR DF TB 300MG 30,STRIDES PHARMA INC CS NCBNET,300MG
7.0,7.269999999999998,1.9186846773327266e-15,7.27,7.27,7.27,7.27,7.27,0.0,5420484,64980037603.0,7.27,ATOMOXETINE HCL CP 40MG 30,RISING PHARMA HOLDINGS INC CS,40MG
7.0,9.570000000000002,1.9186846773327266e-15,9.57,9.57,9.57,9.57,9.57,0.0,5417340,64980037403.0,9.57,ATOMOXETINE HCL CP 18MG 30,RISING PHARMA HOLDINGS INC CS,18MG
7.0,5.670000000000001,9.593423386663633e-16,5.67,5.67,5.67,5.67,5.67,0.0,5417316,42571016242.0,5.67,AMOX/POT CLAV TB875-125MG 20 CPLT,MICRO LABS USA INC CS,875-125MG
7.0,111.27,0.0,111.27,111.27,111.27,111.27,111.27,0.0,5416094,115175308.0,111.27,ACITRETIN CP 25MG 30,GLOBAL PHARM IMPAX LABS CS,25MG
6.0,33.57,0.0,33.57,33.57,33.57,33.57,33.57,0.0,5407333,00115168974,33.57,BUDESONIDE AH 0.5MG/2ML 30X2MLUD,GLOBAL PHARM IMPAX LABS CS,0.5MG/2ML
7.0,95.37,0.0,95.37,95.37,95.37,95.37,95.37,0.0,5412325,574232545.0,95.37,TRETINOIN GL 0.025% 45GM,PADAGIS US LLC RX CS,0.025%
7.0,9.17,0.0,9.17,9.17,9.17,9.17,9.17,0.0,5411764,62559051101.0,9.17,INDAPAMIDE TB 2.5MG 100,ANI PHARMACEUTICALS INC CS,2.5MG
7.0,8.57,0.0,8.57,8.57,8.57,8.57,8.57,0.0,5411756,62559051001.0,8.57,INDAPAMIDE TB 1.25MG 100,ANI PHARMACEUTICALS INC CS,1.25MG
7.0,20.47,0.0,20.47,20.47,20.47,20.47,20.47,0.0,5408323,67877026030.0,20.47,RASAGILINE MESYLATE TB 1MG 30,ASCEND LABORATORIES CS,1MG
6.0,36.77,0.0,36.77,36.77,36.77,36.77,36.77,0.0,5407895,00115168774,36.77,BUDESONIDE AH 0.25MG/2ML 30X2MLUD,GLOBAL PHARM IMPAX LABS CS,0.25MG/2ML
7.0,6.170000000000001,9.593423386663633e-16,6.17,6.17,6.17,6.17,6.17,0.0,5407671,69238115403.0,6.17,EZETIMIBE TB 10MG 30 CPLT,AMNEAL PHARMACEUTICALS LLC CS,10MG
7.0,21.569999999999997,3.837369354665453e-15,21.57,21.57,21.57,21.57,21.57,0.0,5407317,115169701.0,21.57,HYDROCORTISONE TB 10MG 100,AMNEAL PHARMACEUTICALS LLC CS,10MG
7.0,50.57,0.0,50.57,50.57,50.57,50.57,50.57,0.0,5412473,65162080810.0,50.57,PROGESTERONE CP 200MG 100 SFG,AMNEAL PHARMACEUTICALS LLC CS,200MG
7.0,9.769999999999998,1.9186846773327266e-15,9.77,9.77,9.77,9.77,9.77,0.0,5406871,33342006310.0,9.77,VALSARTAN TB 80MG 90,MACLEODS PHARMA USA INC CS,80MG
7.0,39.57,0.0,39.57,39.57,39.57,39.57,39.57,0.0,5406723,16729018929.0,39.57,MYCOPHENOLIC ACID TB 360MG 120 DR,ACCORD HEALTHCARE INC CS,360MG
7.0,21.87,0.0,21.87,21.87,21.87,21.87,21.87,0.0,5406152,45802000910.0,21.87,FLUOCINOLONE ACET DR 0.01% 20ML,PADAGIS US LLC RX CS,0.01%
7.0,374.57000000000005,6.139790967464725e-14,374.57,374.57,374.57,374.57,374.57,0.0,5402748,68462011233.0,374.57,APREPITANT CP 125-80MG 3 3D TRPK,GLENMARK PHARMA INC USA CS,125-80MG
7.0,45.17000000000001,7.674738709330906e-15,45.17,45.17,45.17,45.17,45.17,0.0,5402177,69238112001.0,45.17,OXAPROZIN TB 600MG 100 CPLT,AMNEAL PHARMACEUTICALS LLC CS,600MG
7.0,15.97,0.0,15.97,15.97,15.97,15.97,15.97,0.0,5401757,23155060701.0,15.97,GLYCOPYRROLATE TB 2MG 100,AVET PHARMA INC CS,2MG
7.0,25.37,0.0,25.37,25.37,25.37,25.37,25.37,0.0,5412465,65162080710.0,25.37,PROGESTERONE CP 100MG 100 SFG,AMNEAL PHARMACEUTICALS LLC CS,100MG
7.0,32.87,0.0,32.87,32.87,32.87,32.87,32.87,0.0,5412994,69097031987.0,32.87,BUDESONIDE AH 0.5MG/2ML 30X2ML,CIPLA USA INC CS,0.5MG/2ML
7.0,97.47000000000001,1.5349477418661813e-14,97.47,97.47,97.47,97.47,97.47,0.0,5416011,93354143.0,97.47,ESTRADIOL CR 0.01% 42.5GM W/APP,TEVA PHARMA CS,0.01%
7.0,5.57,0.0,5.57,5.57,5.57,5.57,5.57,0.0,5414362,45802088094.0,5.57,NYSTATIN/TRIAM CR 100MU-0.1% 30GM,PADAGIS US LLC RX CS,100MU-0.1%/GM
7.0,3.3700000000000006,4.796711693331816e-16,3.37,3.37,3.37,3.37,3.37,0.0,5415922,51672213108.0,3.37,LORATADINE SR5/5 120ML CHD GRP SF,OHM LABORATORIES INC CS,5MG/5ML
7.0,14.769999999999998,1.9186846773327266e-15,14.77,14.77,14.77,14.77,14.77,0.0,5415062,64980037703.0,14.77,ATOMOXETINE HCL CP 60MG 30,RISING PHARMA HOLDINGS INC CS,60MG
7.0,16.150000000000002,3.837369354665453e-15,16.15,16.15,16.15,16.15,16.15,0.0,5414719,45802010901.0,16.15,TRIAMCIN ACET SN 55MCG16.9ML120SP,PADAGIS US LLC OTC CS,55MCG
7.0,18.47,0.0,18.47,18.47,18.47,18.47,18.47,0.0,5414511,65862070260.0,18.47,ZIPRASIDONE HCL CP 20MG 60,AUROBINDO PHARMA USA CS,20MG
7.0,7.369999999999999,9.593423386663633e-16,7.37,7.37,7.37,7.37,7.37,0.0,5414404,64980034001.0,7.37,ALENDRONATE SOD TB 10MG 100,RISING PHARMA HOLDINGS INC CS,10MG
7.0,11.769999999999998,1.9186846773327266e-15,11.77,11.77,11.77,11.77,11.77,0.0,5414370,45802088096.0,11.77,NYSTATIN/TRIAM CR 100MU-0.1% 60GM,PADAGIS US LLC RX CS,100MU-0.1%/GM
7.0,3.77,0.0,3.77,3.77,3.77,3.77,3.77,0.0,5414354,45802088014.0,3.77,NYSTATIN/TRIAM CR 100MU-0.1% 15GM,PADAGIS US LLC RX CS,100MU-0.1%/GM
7.0,188.37000000000003,3.0698954837323625e-14,188.37,188.37,188.37,188.37,188.37,0.0,5413943,93552856.0,188.37,ATAZANAVIR SULF CP 300MG 30,TEVA PHARMA CS,300MG
7.0,24.669999999999998,3.837369354665453e-15,24.67,24.67,24.67,24.67,24.67,0.0,5414321,64980040906.0,24.67,SERTRALINE HCL CN 20MG/ML 60ML,RISING PHARMA HOLDINGS INC CS,20MG/ML
7.0,84.67,0.0,84.67,84.67,84.67,84.67,84.67,0.0,5414297,69238149105.0,84.67,BUMETANIDE TB 2MG 500,AMNEAL PHARMACEUTICALS LLC CS,2MG
7.0,16.97,0.0,16.97,16.97,16.97,16.97,16.97,0.0,5414289,69238149101.0,16.97,BUMETANIDE TB 2MG 100,AMNEAL PHARMACEUTICALS LLC CS,2MG
7.0,47.46999999999999,7.674738709330906e-15,47.47,47.47,47.47,47.47,47.47,0.0,5414271,69238149005.0,47.47,BUMETANIDE TB 1MG 500,AMNEAL PHARMACEUTICALS LLC CS,1MG
7.0,11.070000000000002,1.9186846773327266e-15,11.07,11.07,11.07,11.07,11.07,0.0,5414263,69238149001.0,11.07,BUMETANIDE TB 1MG 100,AMNEAL PHARMACEUTICALS LLC CS,1MG
7.0,10.269999999999998,1.9186846773327266e-15,10.27,10.27,10.27,10.27,10.27,0.0,5414255,69238148901.0,10.27,BUMETANIDE TB 0.5MG 100,AMNEAL PHARMACEUTICALS LLC CS,0.5MG
7.0,31.949999999999996,3.837369354665453e-15,31.95,31.95,31.95,31.95,31.95,0.0,5421334,,31.95,DISPILL PRN/CMP LBL 50 CL/B GENOA,DISPILL USA INC,NOT AVAILABLE
7.0,2.8700000000000006,4.796711693331816e-16,2.87,2.87,2.87,2.87,2.87,0.0,5421714,67877049030.0,2.87,EZETIMIBE TB 10MG 30 CPLT,ASCEND LABORATORIES CS,10MG
7.0,7.769999999999998,1.9186846773327266e-15,7.77,7.77,7.77,7.77,7.77,0.0,5421722,67877049090.0,7.77,EZETIMIBE TB 10MG 90 CPLT,ASCEND LABORATORIES CS,10MG
7.0,724.67,0.0,724.67,724.67,724.67,724.67,724.67,0.0,5442488,781325089.0,724.67,GLATOPA SY 40MG/ML 12X1ML 29G,SANDOZ CS,40MG/ML
7.0,11.870000000000001,1.9186846773327266e-15,11.87,11.87,11.87,11.87,11.87,0.0,5445952,68382025501.0,11.87,OXYBUTYNIN ER TB 5MG 100,ZYDUS PHARMA USA INC CS,5MG
7.0,257.67,0.0,257.67,257.67,257.67,257.67,257.67,0.0,5445598,49884023183.0,257.67,PRAZIQUANTEL TB 600MG 6,ENDO USA INC CS,600MG
7.0,16.069999999999997,3.837369354665453e-15,16.07,16.07,16.07,16.07,16.07,0.0,5443783,68382025601.0,16.07,OXYBUTYNIN ER TB 10MG 100,ZYDUS PHARMA USA INC CS,10MG
7.0,128.77,0.0,128.77,128.77,128.77,128.77,128.77,0.0,5443536,93541601.0,128.77,CLOZAPINE TD 12.5MG 100 ODT,TEVA PHARMA CS,12.5MG
7.0,85.57000000000001,1.5349477418661813e-14,85.57,85.57,85.57,85.57,85.57,0.0,5442652,64980028105.0,85.57,GLIPIZIDE ER TB 10MG 500,RISING PHARMA HOLDINGS INC CS,10MG
7.0,21.770000000000003,3.837369354665453e-15,21.77,21.77,21.77,21.77,21.77,0.0,5442611,43547040111.0,21.77,FUROSEMIDE TB 20MG 1000,SOLCO HEALTHCARE US LLC CS,20MG
7.0,16.77,0.0,16.77,16.77,16.77,16.77,16.77,0.0,5442470,64980028101.0,16.77,GLIPIZIDE ER TB 10MG 100,RISING PHARMA HOLDINGS INC CS,10MG
7.0,53.37,0.0,53.37,53.37,53.37,53.37,53.37,0.0,5445978,68382025605.0,53.37,OXYBUTYNIN ER TB 10MG 500,ZYDUS PHARMA USA INC CS,10MG
7.0,2.27,0.0,2.27,2.27,2.27,2.27,2.27,0.0,5442355,43547040110.0,2.27,FUROSEMIDE TB 20MG 100,SOLCO HEALTHCARE US LLC CS,20MG
7.0,22.169999999999998,3.837369354665453e-15,22.17,22.17,22.17,22.17,22.17,0.0,5441506,57237023305.0,22.17,SULFA/TMP TB 800-160MG 500 DS,RISING PHARMA HOLDINGS INC CS,800-160MG
7.0,2.07,0.0,2.07,2.07,2.07,2.07,2.07,0.0,5439625,27241002238.0,2.07,ZOLMITRIPTAN TB 5MG 3UD,AJANTA PHARMA USA INC CS,5MG
7.0,6.670000000000001,9.593423386663633e-16,6.67,6.67,6.67,6.67,6.67,0.0,5439617,27241002168.0,6.67,ZOLMITRIPTAN TB 2.5MG 6UD,AJANTA PHARMA USA INC CS,2.5MG
7.0,9.269999999999998,1.9186846773327266e-15,9.27,9.27,9.27,9.27,9.27,0.0,5439468,68180032009.0,9.27,BUPROPION XL TB 300MG 90 1/D ER,LUPIN PHARMA INC CS NCBNET,300MG
7.0,78.97000000000001,1.5349477418661813e-14,78.97,78.97,78.97,78.97,78.97,0.0,5435276,70954013620.0,78.97,DAPSONE TB 100MG 100,ANI PHARMACEUTICALS INC CS,100MG
7.0,56.17000000000001,7.674738709330906e-15,56.17,56.17,56.17,56.17,56.17,0.0,5445960,68382025505.0,56.17,OXYBUTYNIN ER TB 5MG 500,ZYDUS PHARMA USA INC CS,5MG
7.0,12.47,0.0,12.47,12.47,12.47,12.47,12.47,0.0,5445986,68382025701.0,12.47,OXYBUTYNIN ER TB 15MG 100,ZYDUS PHARMA USA INC CS,15MG
7.0,7.269999999999998,1.9186846773327266e-15,7.27,7.27,7.27,7.27,7.27,0.0,5434907,47335048583.0,7.27,BICALUTAMIDE TB 50MG 30,SUN PHARMACEUTICAL CS,50MG
7.0,6.369999999999999,9.593423386663633e-16,6.37,6.37,6.37,6.37,6.37,0.0,5451695,69315030630.0,6.37,NYSTATIN PW 100MU/GM 30GM TOP,LEADING PHARMA LLC CS NCB,100MU/GM
7.0,101.37,0.0,101.37,101.37,101.37,101.37,101.37,0.0,5454913,64980040310.0,101.37,CEFPODOXIME PROX PT100MG/5ML100ML,RISING PHARMA HOLDINGS INC CS,100MG/5ML
6.0,11.99,0.0,11.99,11.99,11.99,11.99,11.99,0.0,5454590,904671146.0,11.99,FEXOFENADINE TB 180MG 30 A/R 24H,MAJOR PHARMACEUTICALS CS,180MG
7.0,4.670000000000001,9.593423386663633e-16,4.67,4.67,4.67,4.67,4.67,0.0,5452206,70377000414.0,4.67,SIMVASTATIN TB 40MG 90,BIOCON PHARMA INC CS,40MG
7.0,2.6699999999999995,4.796711693331816e-16,2.67,2.67,2.67,2.67,2.67,0.0,5452198,70377000314.0,2.67,SIMVASTATIN TB 20MG 90,BIOCON PHARMA INC CS,20MG
7.0,2.17,0.0,2.17,2.17,2.17,2.17,2.17,0.0,5452180,70377000214.0,2.17,SIMVASTATIN TB 10MG 90,BIOCON PHARMA INC CS,10MG
7.0,2.07,0.0,2.07,2.07,2.07,2.07,2.07,0.0,5452172,70377000114.0,2.07,SIMVASTATIN TB 5MG 90,BIOCON PHARMA INC CS,5MG
7.0,8.87,0.0,8.87,8.87,8.87,8.87,8.87,0.0,5451687,69315030660.0,8.87,NYSTATIN PW 100MU/GM 60GM TOP,LEADING PHARMA LLC CS NCB,100MU/GM
7.0,13.97,0.0,13.97,13.97,13.97,13.97,13.97,0.0,5447727,69367017401.0,13.97,HYDROQUINONE CR 4% 28.35GM,WESTMINSTER PHARMACEUTICALS CS,4%
7.0,8.07,0.0,8.07,8.07,8.07,8.07,8.07,0.0,5450861,76385012401.0,8.07,METHOCARBAMOL TB 750MG 100 CPLT,BAYSHORE PHARMACEUTICAL LLC CS,750MG
7.0,6.07,0.0,6.07,6.07,6.07,6.07,6.07,0.0,5450846,76385012301.0,6.07,METHOCARBAMOL TB 500MG 100,BAYSHORE PHARMACEUTICAL LLC CS,500MG
7.0,38.96999999999999,7.674738709330906e-15,38.97,38.97,38.97,38.97,38.97,0.0,5450572,70954013520.0,38.97,DAPSONE TB 25MG 100,ANI PHARMACEUTICALS INC CS,25MG
7.0,11.67,0.0,11.67,11.67,11.67,11.67,11.67,0.0,5450564,70954013510.0,11.67,DAPSONE TB 25MG 30,ANI PHARMACEUTICALS INC CS,25MG
7.0,45.17000000000001,7.674738709330906e-15,45.17,45.17,45.17,45.17,45.17,0.0,5448386,68382052960.0,45.17,CHOLESTYRAMINE LIGHT PK 4GM 60,ZYDUS PHARMA USA INC CS,4GM
7.0,26.87,0.0,26.87,26.87,26.87,26.87,26.87,0.0,5448378,68382052942.0,26.87,CHOLESTYRAMINE PW 4GM 231GM O/V,ZYDUS PHARMA USA INC CS,4GM
7.0,20.669999999999998,3.837369354665453e-15,20.67,20.67,20.67,20.67,20.67,0.0,5435268,70954013610.0,20.67,DAPSONE TB 100MG 30,ANI PHARMACEUTICALS INC CS,100MG
7.0,15.67,0.0,15.67,15.67,15.67,15.67,15.67,0.0,5434659,64980037903.0,15.67,ATOMOXETINE HCL CP 100MG 30,RISING PHARMA HOLDINGS INC CS,100MG
7.0,43.269999999999996,7.674738709330906e-15,43.27,43.27,43.27,43.27,43.27,0.0,5421730,67877049005.0,43.27,EZETIMIBE TB 10MG 500 CPLT,ASCEND LABORATORIES CS,10MG
7.0,45.269999999999996,7.674738709330906e-15,45.27,45.27,45.27,45.27,45.27,0.0,5423249,65162043806.0,45.27,DICLOFEN SOD/MISOP TB 75-0.2MG 60,AMNEAL PHARMACEUTICALS LLC CS,75-0.2MG
7.0,9.87,0.0,9.87,9.87,9.87,9.87,9.87,0.0,5425657,33342025866.0,9.87,OSELTAMIVIR PHOS CP 75MG 10UD BPK,MACLEODS PHARMA USA INC CS,75MG
7.0,151.06999999999996,3.0698954837323625e-14,151.07,151.07,151.07,151.07,151.07,0.0,5425343,65862092836.0,151.07,SUMATRIP/NAPROX TB85-500MG 9 CPLT,AUROBINDO PHARMA USA CS,85-500MG
7.0,19.77,0.0,19.77,19.77,19.77,19.77,19.77,0.0,5423942,42658012304.0,19.77,IRBESARTAN TB 300MG 90,HISUN PHARMACEUTICALS USA INC CS,300MG
7.0,14.700000000000001,1.9186846773327266e-15,14.7,14.7,14.7,14.7,14.7,0.0,5423678,8317260312.0,14.7,TECHLITE SY 31GX5/16N 0.5ML 100,ARKRAY USA INC,NOT AVAILABLE
7.0,4258.260000000001,9.82366554794356e-13,4258.26,4258.26,4258.26,4258.26,4258.26,0.0,5423470,61958250101.0,4258.26,BIKTARVY 50-200-25MG TB 30 CPLT,GILEAD SCIENCES INC,50-200-25MG
7.0,13.769999999999998,1.9186846773327266e-15,13.77,13.77,13.77,13.77,13.77,0.0,5423256,64980037303.0,13.77,ATOMOXETINE HCL CP 10MG 30,RISING PHARMA HOLDINGS INC CS,10MG
7.0,187.46,0.0,187.46,187.46,187.46,187.46,187.46,0.0,5423215,24592505.0,187.46,INS ADMELOG SOLOSTAR SY100U/ML5X3,SANOFI AVENTIS US LLC,100U/ML
7.0,22.669999999999998,3.837369354665453e-15,22.67,22.67,22.67,22.67,22.67,0.0,5425954,70954000520.0,22.67,OXYBUTYNIN TB 5MG 500,ANI PHARMACEUTICALS INC CS,5MG
7.0,42.07,0.0,42.07,42.07,42.07,42.07,42.07,0.0,5422746,68382073301.0,42.07,NADOLOL TB 40MG 100,ZYDUS PHARMA USA INC CS,40MG
7.0,51.57,0.0,51.57,51.57,51.57,51.57,51.57,0.0,5422159,51672136606.0,51.57,CLINDAMY/BENZOYL GL 1.2-5% 45GM,TARO PHARMACEUTICALS USA CS,1.2-5%
7.0,121.47000000000001,1.5349477418661813e-14,121.47,121.47,121.47,121.47,121.47,0.0,5422142,69238117603.0,121.47,ISOTRETINOIN GC40MG 3X10 SFG RXPK,AMNEAL PHARMACEUTICALS LLC CS,40MG
7.0,38.96999999999999,7.674738709330906e-15,38.97,38.97,38.97,38.97,38.97,0.0,5422134,69238101703.0,38.97,ISOTRETINOIN GC30MG 3X10 SFG RXPK,AMNEAL PHARMACEUTICALS LLC CS,30MG
7.0,112.66999999999999,1.5349477418661813e-14,112.67,112.67,112.67,112.67,112.67,0.0,5422126,69238117503.0,112.67,ISOTRETINOIN GC20MG 3X10 SFG RXPK,AMNEAL PHARMACEUTICALS LLC CS,20MG
7.0,87.16999999999999,1.5349477418661813e-14,87.17,87.17,87.17,87.17,87.17,0.0,5422118,69238117403.0,87.17,ISOTRETINOIN GC10MG 3X10 SFG RXPK,AMNEAL PHARMACEUTICALS LLC CS,10MG
7.0,9.37,0.0,9.37,9.37,9.37,9.37,9.37,0.0,5425673,68180067801.0,9.37,OSELTAMIVIR PHOS PT 6MG/ML 60ML,LUPIN PHARMA INC CS NCBNET,6MG/ML
7.0,38.27,0.0,38.27,38.27,38.27,38.27,38.27,0.0,5425962,70954000530.0,38.27,OXYBUTYNIN TB 5MG 1000,ANI PHARMACEUTICALS INC CS,5MG
7.0,13.769999999999998,1.9186846773327266e-15,13.77,13.77,13.77,13.77,13.77,0.0,5434493,713068231.0,13.77,GENTAMICIN OI 0.1% 30GM,COSETTE PHARMA INC CS,0.1%
7.0,3.8700000000000006,4.796711693331816e-16,3.87,3.87,3.87,3.87,3.87,0.0,5428123,64980027903.0,3.87,GLIPIZIDE ER TB 2.5MG 30,RISING PHARMA HOLDINGS INC CS,2.5MG
7.0,7.170000000000001,9.593423386663633e-16,7.17,7.17,7.17,7.17,7.17,0.0,5434485,713068215.0,7.17,GENTAMICIN OI 0.1% 15GM,COSETTE PHARMA INC CS,0.1%
7.0,48.769999999999996,7.674738709330906e-15,48.77,48.77,48.77,48.77,48.77,0.0,5434329,60505025801.0,48.77,DESMOPRESSIN TB 0.2MG 100,APOTEX CORP CS,0.2MG
1.0,185.53,,185.53,185.53,185.53,185.53,185.53,0.0,5429725,93807316.0,185.53,KELNOR 1/50 TB 6X28 28DAY,TEVA PHARMA CS,1-0.050MG
7.0,366.27,0.0,366.27,366.27,366.27,366.27,366.27,0.0,5429618,93300893.0,366.27,LANSOPRAZOLE TD15MG10X10UD DR ODT,TEVA PHARMA CS,15MG
7.0,96.97000000000001,1.5349477418661813e-14,96.97,96.97,96.97,96.97,96.97,0.0,5429568,59762040704.0,96.97,RISEDRONATE SODIUM TB 35MG 4 DR,MYLAN PHARM CS,35MG
7.0,37.96999999999999,7.674738709330906e-15,37.97,37.97,37.97,37.97,37.97,0.0,5429246,31722056424.0,37.97,CITALOPRAM SL 10MG/5ML 240 PPMNT,CAMBER PHARMA CS,10MG/5ML
7.0,5.47,0.0,5.47,5.47,5.47,5.47,5.47,0.0,5428099,42571016142.0,5.47,AMOX/POT CLAV TB500-125MG 20 CPLT,MICRO LABS USA INC CS,500-125MG
7.0,33.27,0.0,33.27,33.27,33.27,33.27,33.27,0.0,5426028,143951910.0,33.27,METHOTREXATE SF 25MG/ML 10X2ML,HIKMA INJECTABLE,25MG/ML
7.0,40.57,0.0,40.57,40.57,40.57,40.57,40.57,0.0,5427505,713033915.0,40.57,HALOBETASOL PROP OI 0.05% 15GM,COSETTE PHARMA INC CS,0.05%
7.0,9.47,0.0,9.47,9.47,9.47,9.47,9.47,0.0,5427067,68180024806.0,9.47,MEMANTINE HCL ER CP 21MG 30,LUPIN PHARMA INC CS NCBNET,21MG
7.0,38.07,0.0,38.07,38.07,38.07,38.07,38.07,0.0,5427042,68180024706.0,38.07,MEMANTINE HCL ER CP 14MG 30,LUPIN PHARMA INC CS NCBNET,14MG
7.0,11.070000000000002,1.9186846773327266e-15,11.07,11.07,11.07,11.07,11.07,0.0,5427034,68180024606.0,11.07,MEMANTINE HCL ER CP 7MG 30,LUPIN PHARMA INC CS NCBNET,7MG
7.0,19.169999999999998,3.837369354665453e-15,19.17,19.17,19.17,19.17,19.17,0.0,5427026,68180024909.0,19.17,MEMANTINE HCL ER CP 28MG 90,LUPIN PHARMA INC CS NCBNET,28MG
7.0,38.07,0.0,38.07,38.07,38.07,38.07,38.07,0.0,5427018,68180024906.0,38.07,MEMANTINE HCL ER CP 28MG 30,LUPIN PHARMA INC CS NCBNET,28MG
7.0,6.579999999999999,9.593423386663633e-16,6.58,6.58,6.58,6.58,6.58,0.0,5488135,904679480.0,6.58,ASPIRIN CW 81MG 1000 ORANGE,MAJOR PHARMACEUTICALS CS,81MG
7.0,73.27,0.0,73.27,73.27,73.27,73.27,73.27,0.0,5488895,378932132.0,73.27,WIXELA INHUB IN 250-50MCG 60,MYLAN PHARM CS,250-50MCG
7.0,133.37,0.0,133.37,133.37,133.37,133.37,133.37,0.0,5558812,55111011381.0,133.37,ZENATANE GC 30MG 3X10 SFG RXPK,DR REDDYS LABS INC CS,30MG
7.0,76.97000000000001,1.5349477418661813e-14,76.97,76.97,76.97,76.97,76.97,0.0,5543194,70954001510.0,76.97,THIOTHIXENE CP 2MG 100,ANI PHARMACEUTICALS INC CS,2MG
7.0,257.36999999999995,6.139790967464725e-14,257.37,257.37,257.37,257.37,257.37,0.0,5536347,93590786.0,257.37,MESALAMINE CP 400MG 180 DR,TEVA PHARMA CS,400MG
7.0,110.27,0.0,110.27,110.27,110.27,110.27,110.27,0.0,5535711,93766456.0,110.27,ERLOTINIB TB 150MG 30,TEVA PHARMA CS,150MG
7.0,288.17,0.0,288.17,288.17,288.17,288.17,288.17,0.0,5535588,52187053016.0,288.17,SOD SULFACET/SULF LQ 9-4% 473ML,CINTEX SERVICES LLC CS,9-4%
7.0,18.27,0.0,18.27,18.27,18.27,18.27,18.27,0.0,5535372,27241016430.0,18.27,DULOXETINE CP 40MG 30 DR,AJANTA PHARMA USA INC CS,40MG
7.0,4.55,0.0,4.55,4.55,4.55,4.55,4.55,0.0,5534532,536121994.0,4.55,LUBRICATING EYE DR 0.3-0.4% 15ML,MAJOR RUGBY LABS,0.3-0.4%
7.0,2.17,0.0,2.17,2.17,2.17,2.17,2.17,0.0,5534110,67877051190.0,2.17,ATORVASTATIN TB 10MG 90,ASCEND LABORATORIES CS,10MG
7.0,4.670000000000001,9.593423386663633e-16,4.67,4.67,4.67,4.67,4.67,0.0,5534086,42571023530.0,4.67,AMLOD/OLMES MEDOX TB 5-20MG 30,MICRO LABS USA INC CS,5-20MG
7.0,5.57,0.0,5.57,5.57,5.57,5.57,5.57,0.0,5534060,67877051490.0,5.57,ATORVASTATIN TB 80MG 90,ASCEND LABORATORIES CS,80MG
7.0,2.07,0.0,2.07,2.07,2.07,2.07,2.07,0.0,5533682,67877051290.0,2.07,ATORVASTATIN TB 20MG 90,ASCEND LABORATORIES CS,20MG
7.0,2.9699999999999998,4.796711693331816e-16,2.97,2.97,2.97,2.97,2.97,0.0,5533229,57237022130.0,2.97,PIOGLITAZONE HCL TB 45MG 30,RISING PHARMA HOLDINGS INC CS,45MG
7.0,49.67000000000001,7.674738709330906e-15,49.67,49.67,49.67,49.67,49.67,0.0,5530795,64380082706.0,49.67,KETOCONAZOLE TB 200MG 100,STRIDES PHARMA INC CS NCBNET,200MG
7.0,3.07,0.0,3.07,3.07,3.07,3.07,3.07,0.0,5530464,29300028913.0,3.07,TADALAFIL TB 20MG 30,UNICHEM PHARMACEUTICAL USA CS,20MG
7.0,3.07,0.0,3.07,3.07,3.07,3.07,3.07,0.0,5530456,29300028613.0,3.07,TADALAFIL TB 2.5MG 30,UNICHEM PHARMACEUTICAL USA CS,2.5MG
7.0,2.3700000000000006,4.796711693331816e-16,2.37,2.37,2.37,2.37,2.37,0.0,5530449,29300028713.0,2.37,TADALAFIL TB 5MG 30,UNICHEM PHARMACEUTICAL USA CS,5MG
7.0,3.4699999999999998,4.796711693331816e-16,3.47,3.47,3.47,3.47,3.47,0.0,5530068,29300028813.0,3.47,TADALAFIL TB 10MG 30,UNICHEM PHARMACEUTICAL USA CS,10MG
7.0,15.269999999999998,1.9186846773327266e-15,15.27,15.27,15.27,15.27,15.27,0.0,5536834,50742026201.0,15.27,NIFEDIPINE ER TB 90MG 100,INGENUS PHARMACEUTICALS LLC CS,90MG
7.0,3.670000000000001,9.593423386663633e-16,3.67,3.67,3.67,3.67,3.67,0.0,5537071,68462038630.0,3.67,SOLIFENACIN SUCCINATE TB 5MG 30,GLENMARK PHARMA INC USA CS,5MG
